wstudent_id,question_id,score,max_score
S0350,Q4,9,10
S0350,Q5,2,10
S0350,Q6,9,10
S0350,Q7,9,10
S0350,Q8,6,10
S0350,Q9,7,10
S0350,Q10,5,10
S0351,Q1,8,10
S0351,Q2,1,10
S0351,Q3,5,10
S0351,Q4,4,10
S0351,Q5,3,10
S0351,Q6,3,10
S0351,Q7,5,10
S0351,Q8,7,10
S0351,Q9,5,10
S0351,Q10,7,10
S0352,Q1,5,10
S0352,Q2,7,10
S0352,Q3,7,10
S0352,Q4,4,10
S0352,Q5,7,10
S0352,Q6,2,10
S0352,Q7,2,10
S0352,Q8,4,10
S0352,Q9,5,10
S0352,Q10,3,10
S0353,Q1,2,10
S0353,Q2,4,10
S0353,Q3,7,10
S0353,Q4,6,10
S0353,Q5,6,10
S0353,Q6,2,10
S0353,Q7,1,10
S0353,Q8,5,10
S0353,Q9,2,10
S0353,Q10,2,10
S0354,Q1,0,10
S0354,Q2,5,10
S0354,Q3,8,10
S0354,Q4,6,10
S0354,Q5,7,10
S0354,Q6,6,10
S0354,Q7,3,10
S0354,Q8,5,10
S0354,Q9,9,10
S0354,Q10,2,10
S0355,Q1,3,10
S0355,Q2,9,10
S0355,Q3,3,10
S0355,Q4,0,10
S0355,Q5,6,10
S0355,Q6,2,10
S0355,Q7,4,10
S0355,Q8,5,10
S0355,Q9,2,10
S0355,Q10,2,10
S0356,Q1,4,10
S0356,Q2,4,10
S0356,Q3,6,10
S0356,Q4,3,10
S0356,Q5,6,10
S0356,Q6,5,10
S0356,Q7,5,10
S0356,Q8,5,10
S0356,Q9,6,10
S0356,Q10,8,10
S0357,Q1,6,10
S0357,Q2,4,10
S0357,Q3,1,10
S0357,Q4,2,10
S0357,Q5,7,10
S0357,Q6,2,10
S0357,Q7,1,10
S0357,Q8,4,10
S0357,Q9,2,10
S0357,Q10,8,10
S0358,Q1,3,10
S0358,Q2,2,10
S0358,Q3,6,10
S0358,Q4,7,10
S0358,Q5,3,10
S0358,Q6,1,10
S0358,Q7,2,10
S0358,Q8,6,10
S0358,Q9,3,10
S0358,Q10,2,10
S0359,Q1,4,10
S0359,Q2,9,10
S0359,Q3,2,10
S0359,Q4,0,10
S0359,Q5,7,10
S0359,Q6,7,10
S0359,Q7,0,10
S0359,Q8,3,10
S0359,Q9,4,10
S0359,Q10,5,10
S0360,Q1,2,10
S0360,Q2,4,10
S0360,Q3,2,10
S0360,Q4,2,10
S0360,Q5,4,10
S0360,Q6,1,10
S0360,Q7,0,10
S0360,Q8,3,10
S0360,Q9,4,10
S0360,Q10,8,10
S0361,Q1,2,10
S0361,Q2,3,10
S0361,Q3,7,10
S0361,Q4,4,10
S0361,Q5,6,10
S0361,Q6,8,10
S0361,Q7,9,10
S0361,Q8,7,10
S0361,Q9,9,10
S0361,Q10,3,10
S0362,Q1,0,10
S0362,Q2,2,10
S0362,Q3,2,10
S0362,Q4,7,10
S0362,Q5,6,10
S0362,Q6,4,10
S0362,Q7,4,10
S0362,Q8,7,10
S0362,Q9,5,10
S0362,Q10,8,10
S0363,Q1,0,10
S0363,Q2,3,10
S0363,Q3,5,10
S0363,Q4,6,10
S0363,Q5,1,10
S0363,Q6,7,10
S0363,Q7,7,10
S0363,Q8,3,10
S0363,Q9,7,10
S0363,Q10,6,10
S0364,Q1,3,10
S0364,Q2,7,10
S0364,Q3,7,10
S0364,Q4,6,10
S0364,Q5,6,10
S0364,Q6,3,10
S0364,Q7,7,10
S0364,Q8,5,10
S0364,Q9,3,10
S0364,Q10,5,10
S0365,Q1,7,10
S0365,Q2,3,10
S0365,Q3,1,10
S0365,Q4,3,10
S0365,Q5,5,10
S0365,Q6,2,10
S0365,Q7,5,10
S0365,Q8,3,10
S0365,Q9,9,10
S0365,Q10,2,10
S0366,Q1,3,10
S0366,Q2,4,10
S0366,Q3,2,10
S0366,Q4,1,10
S0366,Q5,7,10
S0366,Q6,0,10
S0366,Q7,7,10
S0366,Q8,2,10
S0366,Q9,6,10
S0366,Q10,5,10
S0367,Q1,3,10
S0367,Q2,5,10
S0367,Q3,0,10
S0367,Q4,7,10
S0367,Q5,4,10
S0367,Q6,6,10
S0367,Q7,9,10
S0367,Q8,5,10
S0367,Q9,2,10
S0367,Q10,5,10
S0368,Q1,3,10
S0368,Q2,3,10
S0368,Q3,1,10
S0368,Q4,6,10
S0368,Q5,6,10
S0368,Q6,2,10
S0368,Q7,7,10
S0368,Q8,8,10
S0368,Q9,5,10
S0368,Q10,1,10
S0369,Q1,1,10
S0369,Q2,2,10
S0369,Q3,3,10
S0369,Q4,4,10
S0369,Q5,2,10
S0369,Q6,3,10
S0369,Q7,3,10
S0369,Q8,5,10
S0369,Q9,6,10
S0369,Q10,3,10
S0370,Q1,1,10
S0370,Q2,9,10
S0370,Q3,2,10
S0370,Q4,7,10
S0370,Q5,0,10
S0370,Q6,1,10
S0370,Q7,6,10
S0370,Q8,3,10
S0370,Q9,4,10
S0370,Q10,7,10
S0371,Q1,7,10
S0371,Q2,6,10
S0371,Q3,6,10
S0371,Q4,2,10
S0371,Q5,2,10
S0371,Q6,4,10
S0371,Q7,5,10
S0371,Q8,5,10
S0371,Q9,6,10
S0371,Q10,1,10
S0372,Q1,6,10
S0372,Q2,4,10
S0372,Q3,3,10
S0372,Q4,3,10
S0372,Q5,7,10
S0372,Q6,2,10
S0372,Q7,3,10
S0372,Q8,8,10
S0372,Q9,2,10
S0372,Q10,4,10
S0373,Q1,7,10
S0373,Q2,0,10
S0373,Q3,6,10
S0373,Q4,1,10
S0373,Q5,3,10
S0373,Q6,7,10
S0373,Q7,3,10
S0373,Q8,8,10
S0373,Q9,7,10
S0373,Q10,4,10
S0374,Q1,5,10
S0374,Q2,1,10
S0374,Q3,3,10
S0374,Q4,7,10
S0374,Q5,8,10
S0374,Q6,3,10
S0374,Q7,6,10
S0374,Q8,7,10
S0374,Q9,9,10
S0374,Q10,3,10
S0375,Q1,6,10
S0375,Q2,5,10
S0375,Q3,3,10
S0375,Q4,8,10
S0375,Q5,3,10
S0375,Q6,8,10
S0375,Q7,3,10
S0375,Q8,2,10
S0375,Q9,6,10
S0375,Q10,4,10
S0376,Q1,6,10
S0376,Q2,5,10
S0376,Q3,3,10
S0376,Q4,8,10
S0376,Q5,3,10
S0376,Q6,3,10
S0376,Q7,4,10
S0376,Q8,2,10
S0376,Q9,3,10
S0376,Q10,4,10
S0377,Q1,6,10
S0377,Q2,5,10
S0377,Q3,3,10
S0377,Q4,6,10
S0377,Q5,5,10
S0377,Q6,5,10
S0377,Q7,1,10
S0377,Q8,3,10
S0377,Q9,7,10
S0377,Q10,2,10
S0378,Q1,2,10
S0378,Q2,7,10
S0378,Q3,9,10
S0378,Q4,6,10
S0378,Q5,6,10
S0378,Q6,5,10
S0378,Q7,4,10
S0378,Q8,5,10
S0378,Q9,9,10
S0378,Q10,6,10
S0379,Q1,7,10
S0379,Q2,7,10
S0379,Q3,5,10
S0379,Q4,2,10
S0379,Q5,5,10
S0379,Q6,0,10
S0379,Q7,2,10
S0379,Q8,8,10
S0379,Q9,5,10
S0379,Q10,4,10
S0380,Q1,4,10
S0380,Q2,0,10
S0380,Q3,7,10
S0380,Q4,3,10
S0380,Q5,7,10
S0380,Q6,0,10
S0380,Q7,1,10
S0380,Q8,1,10
S0380,Q9,6,10
S0380,Q10,7,10
S0381,Q1,5,10
S0381,Q2,6,10
S0381,Q3,3,10
S0381,Q4,3,10
S0381,Q5,2,10
S0381,Q6,3,10
S0381,Q7,7,10
S0381,Q8,5,10
S0381,Q9,9,10
S0381,Q10,5,10
S0382,Q1,2,10
S0382,Q2,6,10
S0382,Q3,1,10
S0382,Q4,4,10
S0382,Q5,3,10
S0382,Q6,5,10
S0382,Q7,0,10
S0382,Q8,3,10
S0382,Q9,5,10
S0382,Q10,4,10
S0383,Q1,7,10
S0383,Q2,4,10
S0383,Q3,4,10
S0383,Q4,7,10
S0383,Q5,8,10
S0383,Q6,2,10
S0383,Q7,4,10
S0383,Q8,4,10
S0383,Q9,0,10
S0383,Q10,4,10
S0384,Q1,2,10
S0384,Q2,6,10
S0384,Q3,2,10
S0384,Q4,3,10
S0384,Q5,5,10
S0384,Q6,4,10
S0384,Q7,3,10
S0384,Q8,5,10
S0384,Q9,1,10
S0384,Q10,5,10
S0385,Q1,2,10
S0385,Q2,7,10
S0385,Q3,6,10
S0385,Q4,3,10
S0385,Q5,2,10
S0385,Q6,2,10
S0385,Q7,3,10
S0385,Q8,1,10
S0385,Q9,0,10
S0385,Q10,7,10
S0386,Q1,5,10
S0386,Q2,8,10
S0386,Q3,1,10
S0386,Q4,6,10
S0386,Q5,2,10
S0386,Q6,3,10
S0386,Q7,1,10
S0386,Q8,8,10
S0386,Q9,7,10
S0386,Q10,3,10
S0387,Q1,8,10
S0387,Q2,8,10
S0387,Q3,5,10
S0387,Q4,3,10
S0387,Q5,4,10
S0387,Q6,1,10
S0387,Q7,3,10
S0387,Q8,3,10
S0387,Q9,5,10
S0387,Q10,4,10
S0388,Q1,2,10
S0388,Q2,4,10
S0388,Q3,7,10
S0388,Q4,5,10
S0388,Q5,1,10
S0388,Q6,8,10
S0388,Q7,6,10
S0388,Q8,5,10
S0388,Q9,6,10
S0388,Q10,5,10
S0389,Q1,4,10
S0389,Q2,3,10
S0389,Q3,7,10
S0389,Q4,4,10
S0389,Q5,7,10
S0389,Q6,9,10
S0389,Q7,8,10
S0389,Q8,3,10
S0389,Q9,1,10
S0389,Q10,2,10
S0390,Q1,3,10
S0390,Q2,4,10
S0390,Q3,4,10
S0390,Q4,7,10
S0390,Q5,8,10
S0390,Q6,2,10
S0390,Q7,2,10
S0390,Q8,7,10
S0390,Q9,3,10
S0390,Q10,6,10
S0391,Q1,5,10
S0391,Q2,7,10
S0391,Q3,3,10
S0391,Q4,7,10
S0391,Q5,7,10
S0391,Q6,3,10
S0391,Q7,4,10
S0391,Q8,4,10
S0391,Q9,8,10
S0391,Q10,4,10
S0392,Q1,6,10
S0392,Q2,7,10
S0392,Q3,4,10
S0392,Q4,7,10
S0392,Q5,8,10
S0392,Q6,5,10
S0392,Q7,4,10
S0392,Q8,4,10
S0392,Q9,5,10
S0392,Q10,3,10
S0393,Q1,6,10
S0393,Q2,5,10
S0393,Q3,6,10
S0393,Q4,2,10
S0393,Q5,1,10
S0393,Q6,3,10
S0393,Q7,6,10
S0393,Q8,1,10
S0393,Q9,3,10
S0393,Q10,5,10
S0394,Q1,3,10
S0394,Q2,2,10
S0394,Q3,5,10
S0394,Q4,6,10
S0394,Q5,3,10
S0394,Q6,3,10
S0394,Q7,6,10
S0394,Q8,5,10
S0394,Q9,1,10
S0394,Q10,7,10
S0395,Q1,7,10
S0395,Q2,9,10
S0395,Q3,3,10
S0395,Q4,4,10
S0395,Q5,4,10
S0395,Q6,5,10
S0395,Q7,7,10
S0395,Q8,7,10
S0395,Q9,3,10
S0395,Q10,9,10
S0396,Q1,2,10
S0396,Q2,3,10
S0396,Q3,5,10
S0396,Q4,7,10
S0396,Q5,4,10
S0396,Q6,1,10
S0396,Q7,4,10
S0396,Q8,7,10
S0396,Q9,7,10
S0396,Q10,6,10
S0397,Q1,8,10
S0397,Q2,7,10
S0397,Q3,1,10
S0397,Q4,0,10
S0397,Q5,9,10
S0397,Q6,4,10
S0397,Q7,3,10
S0397,Q8,6,10
S0397,Q9,3,10
S0397,Q10,2,10
S0398,Q1,5,10
S0398,Q2,1,10
S0398,Q3,7,10
S0398,Q4,5,10
S0398,Q5,3,10
S0398,Q6,4,10
S0398,Q7,8,10
S0398,Q8,1,10
S0398,Q9,1,10
S0398,Q10,2,10
S0399,Q1,3,10
S0399,Q2,1,10
S0399,Q3,1,10
S0399,Q4,3,10
S0399,Q5,2,10
S0399,Q6,8,10
S0399,Q7,2,10
S0399,Q8,4,10
S0399,Q9,8,10
S0399,Q10,1,10
S0400,Q1,2,10
S0400,Q2,1,10
S0400,Q3,4,10
S0400,Q4,3,10
S0400,Q5,8,10
S0400,Q6,6,10
S0400,Q7,6,10
S0400,Q8,2,10
S0400,Q9,8,10
S0400,Q10,9,10
S0401,Q1,5,10
S0401,Q2,7,10
S0401,Q3,1,10
S0401,Q4,6,10
S0401,Q5,7,10
S0401,Q6,3,10
S0401,Q7,1,10
S0401,Q8,9,10
S0401,Q9,8,10
S0401,Q10,0,10
S0402,Q1,3,10
S0402,Q2,3,10
S0402,Q3,5,10
S0402,Q4,0,10
S0402,Q5,2,10
S0402,Q6,3,10
S0402,Q7,2,10
S0402,Q8,0,10
S0402,Q9,7,10
S0402,Q10,5,10
S0403,Q1,7,10
S0403,Q2,9,10
S0403,Q3,3,10
S0403,Q4,2,10
S0403,Q5,8,10
S0403,Q6,7,10
S0403,Q7,7,10
S0403,Q8,2,10
S0403,Q9,8,10
S0403,Q10,3,10
S0404,Q1,5,10
S0404,Q2,5,10
S0404,Q3,0,10
S0404,Q4,2,10
S0404,Q5,7,10
S0404,Q6,5,10
S0404,Q7,8,10
S0404,Q8,2,10
S0404,Q9,4,10
S0404,Q10,8,10
S0405,Q1,6,10
S0405,Q2,3,10
S0405,Q3,2,10
S0405,Q4,5,10
S0405,Q5,0,10
S0405,Q6,7,10
S0405,Q7,3,10
S0405,Q8,7,10
S0405,Q9,6,10
S0405,Q10,8,10
S0406,Q1,1,10
S0406,Q2,4,10
S0406,Q3,2,10
S0406,Q4,4,10
S0406,Q5,7,10
S0406,Q6,2,10
S0406,Q7,3,10
S0406,Q8,8,10
S0406,Q9,5,10
S0406,Q10,2,10
S0407,Q1,5,10
S0407,Q2,1,10
S0407,Q3,3,10
S0407,Q4,5,10
S0407,Q5,7,10
S0407,Q6,9,10
S0407,Q7,5,10
S0407,Q8,7,10
S0407,Q9,5,10
S0407,Q10,7,10
S0408,Q1,2,10
S0408,Q2,2,10
S0408,Q3,4,10
S0408,Q4,4,10
S0408,Q5,1,10
S0408,Q6,3,10
S0408,Q7,6,10
S0408,Q8,6,10
S0408,Q9,6,10
S0408,Q10,6,10
S0409,Q1,6,10
S0409,Q2,6,10
S0409,Q3,7,10
S0409,Q4,2,10
S0409,Q5,6,10
S0409,Q6,4,10
S0409,Q7,1,10
S0409,Q8,3,10
S0409,Q9,4,10
S0409,Q10,4,10
S0410,Q1,1,10
S0410,Q2,7,10
S0410,Q3,0,10
S0410,Q4,2,10
S0410,Q5,3,10
S0410,Q6,7,10
S0410,Q7,7,10
S0410,Q8,3,10
S0410,Q9,0,10
S0410,Q10,6,10
S0411,Q1,4,10
S0411,Q2,7,10
S0411,Q3,3,10
S0411,Q4,2,10
S0411,Q5,5,10
S0411,Q6,2,10
S0411,Q7,8,10
S0411,Q8,6,10
S0411,Q9,1,10
S0411,Q10,4,10
S0412,Q1,7,10
S0412,Q2,5,10
S0412,Q3,4,10
S0412,Q4,4,10
S0412,Q5,2,10
S0412,Q6,3,10
S0412,Q7,0,10
S0412,Q8,6,10
S0412,Q9,2,10
S0412,Q10,6,10
S0413,Q1,0,10
S0413,Q2,2,10
S0413,Q3,8,10
S0413,Q4,5,10
S0413,Q5,4,10
S0413,Q6,1,10
S0413,Q7,6,10
S0413,Q8,0,10
S0413,Q9,4,10
S0413,Q10,8,10
S0414,Q1,8,10
S0414,Q2,2,10
S0414,Q3,4,10
S0414,Q4,0,10
S0414,Q5,2,10
S0414,Q6,8,10
S0414,Q7,3,10
S0414,Q8,2,10
S0414,Q9,3,10
S0414,Q10,5,10
S0415,Q1,8,10
S0415,Q2,5,10
S0415,Q3,2,10
S0415,Q4,2,10
S0415,Q5,1,10
S0415,Q6,3,10
S0415,Q7,0,10
S0415,Q8,8,10
S0415,Q9,4,10
S0415,Q10,1,10
S0416,Q1,7,10
S0416,Q2,1,10
S0416,Q3,5,10
S0416,Q4,2,10
S0416,Q5,5,10
S0416,Q6,2,10
S0416,Q7,6,10
S0416,Q8,2,10
S0416,Q9,4,10
S0416,Q10,6,10
S0417,Q1,8,10
S0417,Q2,7,10
S0417,Q3,7,10
S0417,Q4,8,10
S0417,Q5,2,10
S0417,Q6,6,10
S0417,Q7,6,10
S0417,Q8,9,10
S0417,Q9,6,10
S0417,Q10,2,10
S0418,Q1,7,10
S0418,Q2,4,10
S0418,Q3,8,10
S0418,Q4,4,10
S0418,Q5,7,10
S0418,Q6,3,10
S0418,Q7,3,10
S0418,Q8,6,10
S0418,Q9,7,10
S0418,Q10,6,10
S0419,Q1,6,10
S0419,Q2,3,10
S0419,Q3,4,10
S0419,Q4,5,10
S0419,Q5,6,10
S0419,Q6,7,10
S0419,Q7,5,10
S0419,Q8,1,10
S0419,Q9,8,10
S0419,Q10,3,10
S0420,Q1,9,10
S0420,Q2,2,10
S0420,Q3,7,10
S0420,Q4,6,10
S0420,Q5,2,10
S0420,Q6,7,10
S0420,Q7,7,10
S0420,Q8,7,10
S0420,Q9,4,10
S0420,Q10,7,10
S0421,Q1,7,10
S0421,Q2,6,10
S0421,Q3,2,10
S0421,Q4,4,10
S0421,Q5,2,10
S0421,Q6,1,10
S0421,Q7,5,10
S0421,Q8,2,10
S0421,Q9,6,10
S0421,Q10,5,10
S0422,Q1,4,10
S0422,Q2,7,10
S0422,Q3,1,10
S0422,Q4,7,10
S0422,Q5,2,10
S0422,Q6,6,10
S0422,Q7,2,10
S0422,Q8,1,10
S0422,Q9,6,10
S0422,Q10,3,10
S0423,Q1,2,10
S0423,Q2,2,10
S0423,Q3,1,10
S0423,Q4,6,10
S0423,Q5,3,10
S0423,Q6,3,10
S0423,Q7,5,10
S0423,Q8,0,10
S0423,Q9,2,10
S0423,Q10,6,10
S0424,Q1,3,10
S0424,Q2,4,10
S0424,Q3,3,10
S0424,Q4,8,10
S0424,Q5,7,10
S0424,Q6,2,10
S0424,Q7,3,10
S0424,Q8,1,10
S0424,Q9,5,10
S0424,Q10,7,10
S0425,Q1,7,10
S0425,Q2,3,10
S0425,Q3,5,10
S0425,Q4,5,10
S0425,Q5,3,10
S0425,Q6,3,10
S0425,Q7,1,10
S0425,Q8,1,10
S0425,Q9,0,10
S0425,Q10,2,10
S0426,Q1,4,10
S0426,Q2,2,10
S0426,Q3,8,10
S0426,Q4,0,10
S0426,Q5,4,10
S0426,Q6,5,10
S0426,Q7,2,10
S0426,Q8,5,10
S0426,Q9,6,10
S0426,Q10,3,10
S0427,Q1,5,10
S0427,Q2,3,10
S0427,Q3,7,10
S0427,Q4,4,10
S0427,Q5,2,10
S0427,Q6,7,10
S0427,Q7,7,10
S0427,Q8,7,10
S0427,Q9,5,10
S0427,Q10,4,10
S0428,Q1,2,10
S0428,Q2,3,10
S0428,Q3,3,10
S0428,Q4,4,10
S0428,Q5,2,10
S0428,Q6,0,10
S0428,Q7,8,10
S0428,Q8,3,10
S0428,Q9,1,10
S0428,Q10,3,10
S0429,Q1,7,10
S0429,Q2,8,10
S0429,Q3,1,10
S0429,Q4,7,10
S0429,Q5,5,10
S0429,Q6,7,10
S0429,Q7,7,10
S0429,Q8,5,10
S0429,Q9,7,10
S0429,Q10,5,10
S0430,Q1,4,10
S0430,Q2,4,10
S0430,Q3,0,10
S0430,Q4,2,10
S0430,Q5,3,10
S0430,Q6,9,10
S0430,Q7,7,10
S0430,Q8,5,10
S0430,Q9,4,10
S0430,Q10,6,10
S0431,Q1,7,10
S0431,Q2,4,10
S0431,Q3,6,10
S0431,Q4,3,10
S0431,Q5,1,10
S0431,Q6,2,10
S0431,Q7,3,10
S0431,Q8,4,10
S0431,Q9,8,10
S0431,Q10,3,10
S0432,Q1,1,10
S0432,Q2,8,10
S0432,Q3,4,10
S0432,Q4,1,10
S0432,Q5,2,10
S0432,Q6,6,10
S0432,Q7,7,10
S0432,Q8,3,10
S0432,Q9,1,10
S0432,Q10,0,10
S0433,Q1,1,10
S0433,Q2,6,10
S0433,Q3,0,10
S0433,Q4,7,10
S0433,Q5,2,10
S0433,Q6,8,10
S0433,Q7,8,10
S0433,Q8,5,10
S0433,Q9,1,10
S0433,Q10,2,10
S0434,Q1,9,10
S0434,Q2,2,10
S0434,Q3,2,10
S0434,Q4,2,10
S0434,Q5,5,10
S0434,Q6,1,10
S0434,Q7,4,10
S0434,Q8,5,10
S0434,Q9,2,10
S0434,Q10,3,10
S0435,Q1,2,10
S0435,Q2,7,10
S0435,Q3,2,10
S0435,Q4,8,10
S0435,Q5,4,10
S0435,Q6,5,10
S0435,Q7,4,10
S0435,Q8,4,10
S0435,Q9,4,10
S0435,Q10,2,10
S0436,Q1,3,10
S0436,Q2,2,10
S0436,Q3,3,10
S0436,Q4,5,10
S0436,Q5,4,10
S0436,Q6,5,10
S0436,Q7,7,10
S0436,Q8,2,10
S0436,Q9,6,10
S0436,Q10,1,10
S0437,Q1,8,10
S0437,Q2,6,10
S0437,Q3,8,10
S0437,Q4,7,10
S0437,Q5,4,10
S0437,Q6,1,10
S0437,Q7,2,10
S0437,Q8,2,10
S0437,Q9,8,10
S0437,Q10,7,10
S0438,Q1,6,10
S0438,Q2,8,10
S0438,Q3,3,10
S0438,Q4,5,10
S0438,Q5,2,10
S0438,Q6,6,10
S0438,Q7,7,10
S0438,Q8,0,10
S0438,Q9,4,10
S0438,Q10,7,10
S0439,Q1,3,10
S0439,Q2,4,10
S0439,Q3,6,10
S0439,Q4,8,10
S0439,Q5,3,10
S0439,Q6,7,10
S0439,Q7,4,10
S0439,Q8,1,10
S0439,Q9,9,10
S0439,Q10,5,10
S0440,Q1,8,10
S0440,Q2,0,10
S0440,Q3,4,10
S0440,Q4,3,10
S0440,Q5,4,10
S0440,Q6,5,10
S0440,Q7,9,10
S0440,Q8,8,10
S0440,Q9,1,10
S0440,Q10,2,10
S0441,Q1,4,10
S0441,Q2,4,10
S0441,Q3,2,10
S0441,Q4,8,10
S0441,Q5,5,10
S0441,Q6,5,10
S0441,Q7,8,10
S0441,Q8,2,10
S0441,Q9,2,10
S0441,Q10,9,10
S0442,Q1,5,10
S0442,Q2,7,10
S0442,Q3,3,10
S0442,Q4,5,10
S0442,Q5,2,10
S0442,Q6,3,10
S0442,Q7,6,10
S0442,Q8,7,10
S0442,Q9,4,10
S0442,Q10,4,10
S0443,Q1,8,10
S0443,Q2,3,10
S0443,Q3,7,10
S0443,Q4,2,10
S0443,Q5,3,10
S0443,Q6,4,10
S0443,Q7,2,10
S0443,Q8,2,10
S0443,Q9,9,10
S0443,Q10,7,10
S0444,Q1,4,10
S0444,Q2,8,10
S0444,Q3,7,10
S0444,Q4,8,10
S0444,Q5,6,10
S0444,Q6,5,10
S0444,Q7,7,10
S0444,Q8,6,10
S0444,Q9,6,10
S0444,Q10,5,10
S0445,Q1,9,10
S0445,Q2,3,10
S0445,Q3,5,10
S0445,Q4,8,10
S0445,Q5,4,10
S0445,Q6,1,10
S0445,Q7,3,10
S0445,Q8,6,10
S0445,Q9,7,10
S0445,Q10,3,10
S0446,Q1,9,10
S0446,Q2,6,10
S0446,Q3,1,10
S0446,Q4,2,10
S0446,Q5,7,10
S0446,Q6,5,10
S0446,Q7,4,10
S0446,Q8,1,10
S0446,Q9,3,10
S0446,Q10,4,10
S0447,Q1,8,10
S0447,Q2,3,10
S0447,Q3,8,10
S0447,Q4,2,10
S0447,Q5,7,10
S0447,Q6,1,10
S0447,Q7,3,10
S0447,Q8,6,10
S0447,Q9,4,10
S0447,Q10,4,10
S0448,Q1,6,10
S0448,Q2,3,10
S0448,Q3,5,10
S0448,Q4,3,10
S0448,Q5,2,10
S0448,Q6,3,10
S0448,Q7,4,10
S0448,Q8,2,10
S0448,Q9,8,10
S0448,Q10,2,10
S0449,Q1,6,10
S0449,Q2,0,10
S0449,Q3,5,10
S0449,Q4,6,10
S0449,Q5,4,10
S0449,Q6,5,10
S0449,Q7,3,10
S0449,Q8,4,10
S0449,Q9,4,10
S0449,Q10,6,10
S0450,Q1,2,10
S0450,Q2,1,10
S0450,Q3,6,10
S0450,Q4,5,10
S0450,Q5,2,10
S0450,Q6,0,10
S0450,Q7,5,10
S0450,Q8,3,10
S0450,Q9,2,10
S0450,Q10,7,10
S0451,Q1,3,10
S0451,Q2,5,10
S0451,Q3,6,10
S0451,Q4,2,10
S0451,Q5,1,10
S0451,Q6,8,10
S0451,Q7,3,10
S0451,Q8,8,10
S0451,Q9,2,10
S0451,Q10,5,10
S0452,Q1,3,10
S0452,Q2,3,10
S0452,Q3,3,10
S0452,Q4,5,10
S0452,Q5,7,10
S0452,Q6,6,10
S0452,Q7,4,10
S0452,Q8,7,10
S0452,Q9,2,10
S0452,Q10,1,10
S0453,Q1,2,10
S0453,Q2,9,10
S0453,Q3,7,10
S0453,Q4,8,10
S0453,Q5,7,10
S0453,Q6,3,10
S0453,Q7,5,10
S0453,Q8,3,10
S0453,Q9,2,10
S0453,Q10,2,10
S0454,Q1,3,10
S0454,Q2,1,10
S0454,Q3,9,10
S0454,Q4,5,10
S0454,Q5,7,10
S0454,Q6,2,10
S0454,Q7,6,10
S0454,Q8,6,10
S0454,Q9,7,10
S0454,Q10,6,10
S0455,Q1,1,10
S0455,Q2,4,10
S0455,Q3,8,10
S0455,Q4,8,10
S0455,Q5,4,10
S0455,Q6,5,10
S0455,Q7,6,10
S0455,Q8,8,10
S0455,Q9,5,10
S0455,Q10,4,10
S0456,Q1,8,10
S0456,Q2,6,10
S0456,Q3,2,10
S0456,Q4,4,10
S0456,Q5,8,10
S0456,Q6,7,10
S0456,Q7,8,10
S0456,Q8,5,10
S0456,Q9,7,10
S0456,Q10,4,10
S0457,Q1,5,10
S0457,Q2,6,10
S0457,Q3,6,10
S0457,Q4,3,10
S0457,Q5,7,10
S0457,Q6,6,10
S0457,Q7,7,10
S0457,Q8,2,10
S0457,Q9,1,10
S0457,Q10,5,10
S0458,Q1,4,10
S0458,Q2,6,10
S0458,Q3,1,10
S0458,Q4,7,10
S0458,Q5,1,10
S0458,Q6,5,10
S0458,Q7,7,10
S0458,Q8,7,10
S0458,Q9,7,10
S0458,Q10,6,10
S0459,Q1,1,10
S0459,Q2,1,10
S0459,Q3,3,10
S0459,Q4,6,10
S0459,Q5,6,10
S0459,Q6,7,10
S0459,Q7,6,10
S0459,Q8,7,10
S0459,Q9,2,10
S0459,Q10,6,10
S0460,Q1,3,10
S0460,Q2,0,10
S0460,Q3,8,10
S0460,Q4,3,10
S0460,Q5,4,10
S0460,Q6,3,10
S0460,Q7,4,10
S0460,Q8,8,10
S0460,Q9,4,10
S0460,Q10,5,10
S0461,Q1,2,10
S0461,Q2,3,10
S0461,Q3,4,10
S0461,Q4,1,10
S0461,Q5,2,10
S0461,Q6,6,10
S0461,Q7,2,10
S0461,Q8,6,10
S0461,Q9,3,10
S0461,Q10,6,10
S0462,Q1,3,10
S0462,Q2,2,10
S0462,Q3,9,10
S0462,Q4,1,10
S0462,Q5,2,10
S0462,Q6,6,10
S0462,Q7,3,10
S0462,Q8,5,10
S0462,Q9,5,10
S0462,Q10,3,10
S0463,Q1,2,10
S0463,Q2,6,10
S0463,Q3,8,10
S0463,Q4,2,10
S0463,Q5,5,10
S0463,Q6,4,10
S0463,Q7,4,10
S0463,Q8,8,10
S0463,Q9,2,10
S0463,Q10,2,10
S0464,Q1,2,10
S0464,Q2,3,10
S0464,Q3,4,10
S0464,Q4,3,10
S0464,Q5,6,10
S0464,Q6,2,10
S0464,Q7,1,10
S0464,Q8,8,10
S0464,Q9,4,10
S0464,Q10,4,10
S0465,Q1,6,10
S0465,Q2,8,10
S0465,Q3,6,10
S0465,Q4,5,10
S0465,Q5,5,10
S0465,Q6,6,10
S0465,Q7,3,10
S0465,Q8,4,10
S0465,Q9,3,10
S0465,Q10,5,10
S0466,Q1,6,10
S0466,Q2,0,10
S0466,Q3,5,10
S0466,Q4,6,10
S0466,Q5,4,10
S0466,Q6,6,10
S0466,Q7,5,10
S0466,Q8,4,10
